<OPEN>17/09;<HIGH>17/09;<LOW>17/09;<CLOSE>17/09;<OPEN> 17/11;<HIGH> 17/11;<LOW> 17/11;<CLOSE> 17/11;<OPEN> 15/12;<HIGH>15/12;<LOW> 15/12;<CLOSE> 15/12;<OPEN> 17/12;<HIGH> 17/12;<LOW> 17/12;<CLOSE> 17/12
108490;108520;108490;108520;115900;115960;115890;115950;113390;113390;113340;113380;110800;110820;110760;110820
108530;108550;108530;108530;115940;115950;115900;115910;113350;113360;113320;113340;110810;110850;110800;110840
108530;108580;108530;108570;115900;115960;115870;115950;113350;113410;113320;113390;110830;110870;110830;110860
108570;108570;108550;108560;115960;115970;115920;115950;113400;113470;113400;113400;110860;110920;110850;110920
108550;108550;108550;108550;115950;116010;115940;115990;113410;113490;113410;113450;110920;110950;110910;110930
108550;108550;108550;108550;115980;116020;115960;115980;113440;113470;113400;113410;110950;110960;110890;110900
108540;108540;108510;108510;115990;116050;115960;116040;113420;113450;113370;113410;110900;110930;110890;110920
108510;108520;108500;108500;116010;116110;116010;116070;113410;113450;113410;113430;110910;110950;110870;110870
108540;108540;108540;108540;116060;116070;116010;116020;113420;113450;113410;113410;110870;110900;110830;110900
108540;108580;108540;108580;116030;116060;116010;116030;113420;113450;113380;113410;110880;110930;110870;110910
108580;108580;108580;108580;116040;116060;116010;116010;113410;113480;113390;113450;110910;110920;110900;110910
108570;108570;108530;108530;116020;116100;116020;116070;113430;113470;113420;113450;110900;110940;110900;110940
108540;108540;108540;108540;116080;116090;116050;116060;113450;113500;113440;113490;110920;110970;110900;110970
108550;108550;108550;108550;116060;116070;116040;116050;113480;113500;113470;113490;110960;111010;110940;110980
108570;108580;108570;108570;116060;116140;116050;116140;113510;113520;113470;113480;110990;111030;110960;111030
108560;108570;108560;108570;116140;116190;116130;116180;113490;113650;113480;113600;111020;111050;110950;110960
108580;108590;108580;108590;116180;116200;116150;116170;113590;113600;113470;113500;110960;111010;110940;110950
108550;108550;108550;108550;116180;116180;116110;116120;113470;113530;113450;113480;110940;110970;110940;110940
108550;108550;108530;108530;116130;116140;116080;116100;113470;113490;113360;113370;110960;110990;110940;110970
108540;108540;108520;108520;116100;116120;116080;116100;113370;113390;113310;113340;110970;110980;110920;110960
108540;108550;108540;108550;116110;116110;116060;116070;113330;113390;113330;113350;110960;110960;110940;110940
108550;108580;108540;108540;116080;116130;116070;116130;113360;113410;113360;113390;110940;110950;110910;110930
108560;108570;108530;108570;116140;116140;116070;116090;113400;113410;113370;113370;110930;110980;110930;110950
108570;108570;108570;108570;116080;116100;116040;116060;113360;113390;113340;113350;110940;110950;110930;110940
108570;108570;108570;108570;116050;116060;116020;116050;113360;113410;113330;113340;110930;110950;110920;110930
108550;108550;108520;108520;116060;116100;116010;116020;113350;113360;113310;113330;110940;110940;110870;110890
108550;108550;108550;108550;116020;116060;116010;116040;113330;113330;113290;113320;110890;110920;110870;110920
108550;108550;108540;108540;116030;116050;116000;116040;113310;113380;113310;113360;110920;110920;110890;110890
108530;108530;108500;108500;116050;116080;116030;116080;113360;113390;113350;113380;110890;110890;110840;110880
108500;108500;108470;108470;116080;116080;116040;116080;113370;113390;113360;113370;110870;110910;110860;110900
108480;108510;108480;108510;116070;116100;116050;116090;113380;113380;113330;113330;110900;110920;110890;110900
108490;108500;108490;108500;116080;116100;116060;116100;113340;113380;113330;113350;110900;111020;110900;110990
108480;108510;108450;108510;116090;116180;116090;116160;113350;113360;113270;113300;110980;111030;110980;111010
108490;108490;108490;108490;116160;116190;116150;116170;113290;113310;113280;113290;111010;111030;111000;111030
108540;108540;108530;108530;116160;116160;116100;116120;113290;113320;113280;113300;111030;111090;111010;111080
108570;108570;108550;108550;116110;116130;116000;116030;113310;113310;113250;113290;111080;111120;111060;111080
108540;108540;108530;108530;116030;116070;116030;116030;113280;113340;113280;113290;111090;111110;111050;111050
108540;108540;108500;108500;116030;116040;115980;115990;113300;113320;113280;113320;111050;111060;111010;111020
108500;108500;108500;108500;115990;116030;115980;116030;113330;113400;113320;113380;111010;111030;110980;110980
108560;108560;108560;108560;116020;116020;115980;115990;113370;113460;113370;113440;110980;111000;110960;110990
108550;108550;108550;108550;115990;116010;115810;115860;113440;113460;113400;113420;110990;111020;110950;111000
108550;108550;108550;108550;115870;115880;115820;115860;113420;113430;113370;113370;111000;111040;110990;111020
108530;108530;108500;108500;115840;115930;115840;115900;113380;113400;113360;113380;111010;111020;110980;110980
108520;108520;108520;108520;115900;115920;115880;115880;113390;113450;113390;113430;110980;111010;110980;111010
108580;108600;108580;108600;115880;115980;115880;115920;113430;113470;113400;113460;110990;110990;110900;110940
108600;108600;108590;108590;115920;115990;115890;115950;113450;113510;113420;113420;110930;110930;110850;110860
108600;108600;108600;108600;115940;115950;115900;115950;113420;113420;113380;113410;110860;110860;110800;110850
108590;108590;108590;108590;115950;116000;115940;115990;113410;113440;113390;113390;110850;110900;110830;110880
108590;108620;108590;108590;115970;116000;115960;115960;113400;113420;113380;113420;110880;110890;110850;110850
108610;108610;108610;108610;115960;115990;115950;115990;113430;113510;113420;113510;110850;110890;110840;110860
108610;108640;108610;108640;115970;115990;115970;115970;113500;113510;113450;113470;110860;110880;110820;110830
108640;108640;108620;108620;115970;115990;115960;115960;113460;113470;113420;113430;110850;110880;110840;110850
108640;108640;108610;108610;115970;115980;115960;115980;113430;113460;113400;113410;110840;110880;110820;110870
108610;108610;108600;108600;115990;115990;115970;115970;113410;113440;113410;113410;110860;110900;110860;110860
108610;108610;108610;108610;115970;116000;115950;115990;113410;113420;113390;113390;110850;110890;110840;110870
108640;108640;108640;108640;115950;116000;115940;115970;113390;113400;113350;113360;110880;110890;110820;110840
108620;108620;108620;108620;115960;115970;115950;115960;113370;113370;113320;113340;110840;110840;110810;110820
108610;108610;108610;108610;115950;115950;115880;115890;113330;113360;113320;113350;110810;110810;110760;110800
108610;108620;108610;108620;115890;115940;115870;115940;113330;113360;113330;113330;110790;110820;110770;110810
108620;108620;108600;108600;115920;115930;115880;115900;113350;113350;113320;113350;110800;110830;110790;110810
108630;108640;108630;108630;115900;115920;115880;115900;113360;113370;113330;113360;110810;110830;110800;110820
108620;108620;108620;108620;115910;115970;115900;115960;113370;113400;113360;113360;110820;110820;110800;110820
108620;108620;108600;108600;115960;115970;115930;115930;113370;113380;113360;113380;110820;110830;110800;110820
108620;108620;108620;108620;115930;115940;115890;115890;113380;113380;113340;113340;110810;110840;110810;110840
108650;108650;108620;108620;115890;115930;115880;115910;113340;113390;113310;113380;110820;110860;110820;110840
108630;108630;108630;108630;115910;115930;115900;115930;113380;113380;113330;113340;110830;110830;110810;110810
108610;108610;108560;108570;115920;115930;115910;115930;113340;113350;113310;113340;110820;110820;110790;110790
108590;108600;108590;108590;115930;115940;115920;115920;113340;113350;113330;113340;110790;110790;110740;110740
108570;108580;108560;108580;115920;115920;115860;115860;113330;113340;113300;113310;110740;110750;110710;110720
108580;108580;108580;108580;115870;115920;115860;115890;113310;113330;113280;113280;110720;110770;110680;110700
108580;108580;108530;108540;115890;115900;115750;115830;113280;113380;113260;113370;110710;110720;110570;110670
108560;108580;108560;108580;115830;115830;115710;115780;113360;113370;113330;113330;110670;110680;110580;110610
108570;108570;108570;108570;115770;115790;115670;115690;113330;113340;113310;113320;110610;110610;110540;110550
108580;108580;108580;108580;115680;115710;115620;115680;113320;113320;113270;113290;110550;110590;110550;110570
108580;108580;108580;108580;115690;115790;115670;115790;113300;113330;113270;113320;110570;110610;110550;110600
108590;108630;108590;108630;115800;115850;115780;115850;113320;113370;113320;113370;110610;110630;110590;110610
108600;108630;108600;108630;115850;115960;115820;115890;113370;113370;113300;113310;110610;110640;110590;110610
108620;108620;108620;108620;115900;115970;115870;115930;113300;113310;113250;113260;110600;110630;110590;110590
108620;108620;108620;108620;115930;115970;115900;115920;113270;113270;113230;113270;110580;110620;110570;110580
108590;108590;108590;108590;115920;115940;115900;115940;113260;113300;113250;113280;110570;110640;110560;110640
108580;108590;108580;108590;115920;115920;115820;115860;113260;113330;113260;113330;110640;110650;110610;110640
108590;108590;108580;108580;115870;115870;115700;115770;113330;113330;113270;113290;110650;110650;110630;110650
108570;108570;108570;108570;115760;115770;115690;115730;113280;113340;113280;113330;110630;110660;110610;110630
108570;108580;108570;108580;115750;115770;115730;115750;113320;113400;113320;113400;110630;110640;110570;110590
108570;108600;108570;108590;115760;115780;115720;115720;113400;113420;113380;113390;110580;110620;110570;110610
108590;108590;108570;108570;115730;115730;115640;115650;113390;113470;113390;113420;110610;110640;110590;110590
108570;108570;108560;108560;115650;115720;115620;115680;113420;113430;113390;113410;110590;110610;110570;110580
108560;108560;108560;108560;115670;115700;115670;115680;113410;113440;113370;113440;110580;110660;110570;110650
108550;108550;108550;108550;115690;115740;115660;115720;113450;113510;113430;113490;110640;110710;110640;110680
108550;108550;108550;108550;115720;115740;115680;115720;113500;113580;113490;113500;110680;110680;110620;110660
108550;108560;108530;108530;115710;115710;115470;115490;113500;113620;113490;113590;110660;110680;110640;110670
108540;108540;108490;108490;115490;115550;115450;115460;113600;113690;113570;113640;110670;110690;110660;110680
108520;108520;108500;108510;115460;115520;115440;115500;113650;113680;113620;113650;110690;110700;110670;110680
108510;108540;108500;108540;115480;115490;115410;115420;113670;113750;113670;113740;110680;110680;110640;110660
108530;108530;108530;108530;115430;115580;115400;115540;113740;113800;113740;113790;110660;110670;110610;110610
108530;108530;108520;108520;115560;115610;115530;115600;113800;113850;113750;113760;110630;110630;110580;110610
108530;108530;108530;108530;115600;115800;115560;115750;113780;113840;113750;113790;110610;110630;110600;110630
108550;108570;108540;108540;115760;115760;115690;115720;113800;113840;113780;113820;110630;110730;110630;110720
108550;108560;108550;108550;115710;115750;115690;115710;113810;113880;113810;113880;110710;110730;110690;110710
108530;108530;108520;108520;115710;115710;115580;115600;113870;113890;113850;113890;110710;110730;110700;110700
108530;108530;108530;108530;115600;115660;115520;115640;113900;113950;113870;113920;110700;110710;110660;110660
108550;108550;108550;108550;115630;115700;115580;115680;113940;113960;113910;113910;110660;110680;110630;110640
108580;108580;108580;108580;115670;115680;115620;115640;113930;113930;113820;113850;110650;110650;110620;110630
108580;108580;108580;108580;115620;115630;115560;115590;113830;113900;113810;113870;110620;110640;110600;110610
108580;108580;108560;108560;115590;115620;115560;115590;113870;114040;113870;114040;110620;110670;110580;110670
108560;108610;108560;108610;115590;115610;115490;115600;114030;114040;113940;113960;110670;110680;110650;110660
108600;108620;108590;108620;115580;115700;115540;115690;113970;114010;113920;113930;110650;110660;110630;110630
108610;108610;108580;108580;115680;115700;115640;115670;113940;113950;113890;113930;110620;110620;110560;110560
108590;108590;108580;108580;115670;115700;115600;115640;113920;114000;113920;113960;110580;110580;110390;110450
108570;108580;108570;108580;115640;115680;115610;115610;113970;113970;113870;113880;110440;110530;110440;110510
108580;108580;108560;108560;115610;115750;115600;115690;113890;113930;113860;113870;110520;110520;110430;110440
108550;108550;108550;108550;115690;115750;115670;115730;113870;113910;113850;113880;110430;110470;110400;110470
108530;108530;108530;108530;115730;115770;115710;115720;113890;113900;113860;113890;110460;110480;110440;110450
108520;108520;108500;108520;115730;115770;115670;115680;113890;113940;113850;113880;110450;110480;110410;110480
108530;108540;108530;108540;115700;115770;115680;115730;113870;113880;113830;113860;110480;110490;110440;110470
108550;108550;108530;108530;115720;115730;115710;115730;113860;113920;113830;113890;110470;110560;110470;110540
108570;108570;108570;108570;115710;115720;115690;115690;113890;113980;113890;113930;110540;110570;110530;110550
108570;108570;108570;108570;115680;115720;115680;115690;113910;113920;113760;113810;110560;110590;110520;110550
108570;108570;108570;108570;115700;115710;115650;115680;113790;113800;113720;113720;110560;110560;110500;110510
108570;108580;108570;108580;115680;115690;115660;115690;113740;113740;113670;113680;110510;110520;110450;110490
108580;108590;108570;108590;115690;115690;115660;115680;113680;113750;113670;113750;110500;110500;110440;110460
108570;108570;108570;108570;115690;115690;115640;115690;113750;113810;113730;113770;110450;110460;110400;110430
108570;108570;108570;108570;115690;115690;115680;115680;113770;113790;113740;113770;110420;110510;110410;110470
108570;108580;108570;108580;115690;115790;115690;115770;113750;113810;113750;113800;110470;110490;110440;110480
108580;108580;108570;108570;115770;115810;115770;115780;113810;113880;113810;113840;110470;110490;110400;110410
108570;108570;108570;108570;115770;115840;115770;115830;113840;113900;113820;113890;110400;110480;110400;110460
108570;108570;108560;108560;115820;115870;115820;115850;113900;113910;113840;113860;110460;110550;110440;110550
108520;108520;108500;108500;115840;115850;115800;115840;113870;113870;113760;113760;110540;110560;110520;110550
108500;108500;108470;108470;115820;115830;115780;115780;113760;113810;113750;113790;110540;110550;110490;110530
108470;108470;108420;108430;115780;115800;115740;115740;113790;113810;113730;113750;110500;110530;110450;110530
108460;108460;108430;108430;115750;115760;115720;115750;113740;113790;113680;113700;110540;110580;110530;110570
108420;108420;108410;108410;115760;115820;115750;115790;113700;113750;113670;113730;110560;110570;110510;110560
108460;108460;108460;108460;115780;115780;115720;115760;113730;113740;113680;113740;110550;110550;110510;110520
108460;108460;108460;108460;115760;115770;115740;115740;113730;113750;113700;113720;110510;110520;110480;110490
108470;108470;108470;108470;115760;115770;115670;115690;113710;113710;113660;113710;110480;110510;110470;110470
108470;108470;108460;108470;115670;115740;115670;115720;113700;113730;113690;113730;110460;110490;110450;110480
108440;108440;108410;108440;115710;115730;115660;115680;113710;113730;113680;113730;110490;110510;110480;110500
108460;108460;108430;108430;115700;115710;115680;115690;113750;113770;113710;113750;110500;110500;110440;110450
108410;108410;108410;108410;115690;115780;115690;115760;113760;113770;113740;113760;110450;110470;110410;110420
108400;108400;108400;108400;115780;115820;115750;115780;113760;113760;113720;113750;110420;110450;110340;110340
108410;108410;108370;108370;115770;115780;115740;115740;113740;113750;113660;113660;110340;110400;110340;110390
108390;108390;108320;108350;115750;115760;115710;115710;113680;113680;113630;113630;110390;110430;110360;110380
108330;108340;108320;108340;115710;115780;115700;115770;113640;113690;113630;113670;110370;110410;110360;110380
108350;108380;108350;108350;115760;115830;115760;115810;113650;113750;113650;113720;110390;110410;110360;110370
108350;108370;108350;108370;115800;115840;115720;115740;113720;113740;113690;113730;110390;110420;110360;110410
108440;108500;108440;108500;115730;115740;115680;115710;113730;113820;113720;113800;110400;110430;110380;110420
108460;108500;108460;108470;115710;115720;115650;115670;113800;113810;113710;113710;110420;110460;110400;110420
108460;108470;108460;108470;115680;115690;115640;115690;113720;113740;113660;113700;110420;110430;110420;110420
108430;108430;108430;108430;115690;115700;115630;115640;113700;113770;113690;113770;110420;110480;110410;110460
108430;108430;108430;108430;115640;115680;115630;115630;113770;113800;113770;113790;110460;110460;110430;110430
108430;108450;108430;108450;115630;115690;115600;115690;113790;113830;113770;113810;110440;110440;110370;110400
108440;108440;108440;108440;115680;115710;115650;115700;113810;113850;113790;113790;110400;110400;110290;110340
108430;108450;108430;108450;115700;115700;115660;115670;113790;113810;113780;113800;110340;110350;110270;110330
108440;108460;108440;108460;115660;115690;115630;115670;113800;113800;113750;113770;110320;110350;110290;110340
108420;108420;108420;108420;115690;115750;115690;115730;113780;113790;113740;113790;110350;110400;110310;110350
108420;108450;108420;108450;115730;115850;115720;115800;113780;113830;113780;113820;110350;110450;110330;110450
108450;108450;108450;108450;115790;115820;115780;115780;113810;113870;113810;113860;110450;110460;110430;110440
108450;108450;108450;108450;115790;115810;115760;115760;113860;113900;113850;113880;110440;110460;110380;110380
108450;108450;108420;108420;115760;115800;115750;115800;113890;113890;113850;113860;110390;110430;110380;110410
108410;108450;108410;108450;115790;115800;115770;115790;113860;113910;113860;113880;110410;110440;110390;110400
108440;108450;108440;108450;115780;115800;115740;115770;113890;113910;113830;113890;110400;110440;110400;110430
108450;108480;108450;108480;115770;115800;115720;115730;113890;113920;113880;113920;110440;110450;110380;110380
108480;108480;108460;108480;115720;115730;115650;115690;113920;113970;113890;113950;110380;110430;110370;110400
108480;108490;108480;108490;115700;115720;115610;115650;113970;114030;113940;113970;110380;110390;110340;110380
108490;108500;108480;108480;115630;115700;115620;115700;113970;114050;113970;113970;110390;110390;110320;110320
108480;108540;108480;108530;115690;115710;115670;115690;113980;113990;113910;113920;110320;110320;110290;110290
108490;108490;108460;108460;115680;115710;115660;115710;113910;113940;113900;113930;110290;110460;110250;110400
108470;108470;108450;108450;115700;115700;115670;115680;113940;113940;113900;113930;110390;110420;110370;110410
108450;108450;108430;108430;115670;115700;115650;115660;113920;113950;113900;113900;110420;110420;110360;110370
108470;108470;108470;108470;115690;115690;115680;115680;113910;113930;113890;113920;110380;110390;110330;110350
108430;108450;108430;108430;115680;115700;115650;115700;113920;113950;113910;113950;110360;110360;110250;110270
108460;108460;108460;108460;115710;115740;115700;115700;113950;113970;113940;113940;110260;110300;110220;110250
108460;108460;108460;108460;115710;115730;115650;115650;113940;113980;113910;113910;110260;110340;110260;110330
108420;108420;108420;108420;115650;115660;115630;115640;113920;113920;113880;113900;110320;110350;110310;110320
108420;108420;108380;108400;115630;115690;115630;115670;113900;113920;113890;113900;110330;110360;110290;110360
108400;108400;108390;108400;115660;115730;115610;115690;113910;113950;113900;113950;110360;110380;110320;110350
108400;108400;108400;108400;115710;115720;115660;115710;113950;113970;113920;113930;110350;110380;110350;110350
108390;108400;108390;108400;115710;115710;115690;115710;113930;113950;113910;113950;110340;110350;110290;110290
108400;108410;108400;108410;115720;115730;115690;115700;113960;113970;113950;113960;110290;110300;110230;110300
108450;108480;108370;108440;115700;115710;115670;115680;113970;113980;113930;113930;110300;110340;110260;110330
